RA,DE,Internal_ID,main_id,otype,otypes,ra_simbad,dec_simbad,multiple_counterpars,sep2simbad,massive_star,ms_contaminant,giant_label,giant_prob,extragalactic_label,extragalactic_prob,alpha_2_24,intercept_2_24,class_2_24,EW_Li,e_EW_Li,f_EW_Li,li_ref,EW_Li_,e_EW_Li_,f_EW_Li_,li_ref_,Ha_ID,HaRA,HaDE,HaID,Ha_ref,EW_Ha,e_EW_Ha,f_EW_Ha,_EW_Ha,_e_EW_Ha,_f_EW_Ha,e_up_EW_Ha,e_low_EW_Ha,Ha_line_flag,Ha_comment,W10_Ha,e_W10_Ha,e_up_W10_Ha,e_low_W10_Ha,f_W10_Ha,W10_HA_comment,EW_Ha_PHOT,e_EW_Ha_PHOT,Ha_sep,s_sep,s_ref,veiling_ropt,e_veiling_ropt,f_veiling_ropt,comment_veiling_ropt,veiling_rk,e_veiling_rk,f_veiling_rk,comment_veiling_rk,E_rk_1_CG2010,e_low_veiling_rk,veiling_rh,e_veiling_rh,f_veiling_rh,comment_veiling_rh,veiling_r7465,e_veiling_r7465,f_veiling_r7465,comment_veiling_r7465
85.49112,-1.85772,12889,2MASS J05415786-0151278,Y*O,*|NIR|X|Y*O,85.49110645,-1.857773539,,0.198813472,false,false,false,0.0,false,,-1.708295903,-10.30876244,III thin disk,,,,,,,,,25489,,,,2023A%26A...674A..26C,-10.380803,0.35903737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.49196,-1.99925,12890,2MASS J05415807-0159575,Y*O,*|NIR|X|Y*O,85.49198791,-1.999327482,,0.296460593,false,false,false,0.0,false,0.02,-2.434794688,-10.17618257,III thin disk,,,,,,,,,25490,,,,2023A%26A...674A..26C,0.7078657,0.19660556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.304009,-1.916609,12891,CXOU J054112.9-015459,Y*O,X|Y*O,85.304009,-1.916609,,0.0,false,false,false,,false,,,,not classified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.414244,-1.865016,12895,CXOU J054139.4-015154,Y*O,X|Y*O,85.414244,-1.865016,,0.0,false,false,false,,false,,,,not classified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.416942,-1.893226,12896,CXOU J054140.0-015335,Y*O,X|Y*O,85.416942,-1.893226,3,0.0,false,false,false,,false,,,,not classified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.422337,-1.910531,12897,CXOU J054141.3-015437,Y*O,X|Y*O,85.422337,-1.910531,,0.0,false,false,false,,false,,,,not classified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.423504,-1.866711,12898,CXOU J054141.6-015200,Y*O,X|Y*?|Y*O,85.423504,-1.866711,,0.0,false,false,false,,false,,,,not classified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.43473,-1.923578,12900,Cl* NGC 2024    LSE      11,Y*O,*|X|Y*O,85.43473,-1.923578,,0.0,false,false,false,,false,,,,not classified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.435,-1.923062,12901,[BCB89] IRS  3,Y*O,*|IR|NIR|X|Y*O,85.43501879,-1.923081951,4,0.098635745,false,false,false,,false,,0.058283406,-10.20374214,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019AJ....157..196K,,,,,,,,,,,0.374,0.0364,,,,,,
85.440862,-1.908311,12904,[BCB89] IRS  2,Y*O,*|IR|NIR|Rad|X|Y*O|mm,85.440875,-1.908277778,,0.12842107,false,false,false,,false,,,,not classified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.442643,-1.925891,12906,2MASS J05414625-0155313,X,NIR|X,85.44270833,-1.925361111,2,1.922028704,false,false,false,,false,,3.621577381,-12.46536467,0/I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.442639,-1.948519,12907,[RGR2003] VLA 22,Rad,Rad|X,85.442625,-1.9485,,0.084945767,false,false,false,,false,,,,not classified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.44771,-1.923993,12908,CXOU J054147.4-015526,Y*O,X|Y*O,85.44771,-1.923993,,0.0,false,false,false,,false,,,,not classified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.452782,-1.904431,12909,2MASS J05414868-0154159,Y*O,*|NIR|X|Y*O,85.45283333,-1.904416667,2,0.191770394,false,false,false,,false,,-0.331951234,-10.70388432,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.455375,-1.892434,12910,2MASS J05414934-0153318,Y*O,*|NIR|X|Y*O,85.455625,-1.892194444,3,1.246134239,false,false,false,,false,,-0.669666514,-10.5022814,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.45569,-1.89196,12911,2MASS J05414934-0153318,Y*O,*|NIR|X|Y*O,85.455625,-1.892194444,3,0.875803808,false,false,false,,false,,-0.669666514,-10.5022814,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.462498,-1.922536,12912,2MASS J05415100-0155213,Y*O,*|NIR|X|Y*O,85.46253665,-1.922597638,,0.261873429,false,false,false,,false,,,,not classified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.479925,-1.813531,12914,2MASS J05415518-0148485,Y*O,*|NIR|X|Y*O,85.47993901,-1.813543938,,0.068636365,false,true,false,,false,,-1.875459934,-10.96832389,III thin disk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.518082,-1.867082,12916,[SGB2003] 260,X,X,85.51779167,-1.867166667,,1.08820328,false,false,false,,false,,,,not classified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.537625,-1.9616389,12918,[SGB2003] 267,X,X,85.53741667,-1.961444444,,1.025620288,false,false,false,,false,,,,not classified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.565007,-1.916814,12920,CXOU J054215.6-015500,Y*O,X|Y*O,85.565007,-1.916814,,0.0,false,false,false,,false,,,,not classified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.31167,-1.77108,13010,HGBS J054114.7-014616,cor,IR|cor,85.3115,-1.771361111,,1.182510118,false,false,false,,false,,-1.149033674,-11.05346653,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.34375,-2.15411,13019,2MASS J05412245-0209153,Y*O,IR|NIR|Y*O,85.343575,-2.154261111,,0.832030777,false,false,false,,false,,0.220831987,-12.22855408,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.26796,-2.10292,13147,Gaia DR3 3216531008322771840,Y*?,*|Y*?,85.26788843,-2.10291219,,0.25902343,false,false,false,0.0,false,0.02,-2.07049664,-10.39400135,III thin disk,,,,,,,,,25523,,,,2023A%26A...674A..26C,1.15519576,0.1756198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.34929,-2.05825,13190,GBS-VLA J054123.82-020329.8,Rad,Rad,85.34925724,-2.058278199,,0.155558918,false,false,false,,false,,0.609898822,-13.15499557,0/I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.41429,-1.76764,13217,GBS-VLA J054139.49-014602.4,Rad,Rad,85.41454167,-1.767333333,,1.427890443,false,false,false,,false,,-1.420846742,-10.10982054,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.63875,-1.89339,13266,[KHM2017] NGC2024 RV2675,Y*O,*|Y*?|Y*O,85.63874105,-1.893386592,,0.034467223,false,false,false,0.0,false,0.02,-2.154611891,-10.00278494,III thin disk,0.68,,,2017ApJ...844..138K,[0.68],[nan],[nan],['2017ApJ...844..138K'],16447,,,,2012RAA....12..723Z,-15.907648,-0.148724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.5886667,-2.1284444,16290,2MASS J05422127-0207422,Y*O,*|NIR|X|Y*O,85.58868635,-2.128426506,,0.095631328,false,false,false,0.0,false,0.01,-2.468433185,-9.813310284,III thin disk,0.61,,,2017ApJ...844..138K,[0.61],[nan],[nan],['2017ApJ...844..138K'],16588,,,,2012RAA....12..723Z,-5.093428,-0.015505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.2375417,-2.0003611,16291,2MASS J05405701-0200012,Y*O,*|NIR|Y*O,85.23756686,-2.000358046,,0.091181391,false,false,false,0.0,false,,-2.305086673,-9.397992425,III thin disk,0.31,,,2017ApJ...844..138K,"[0.31, 0.24041544]","[nan, nan]","[nan, nan]","['2017ApJ...844..138K', '2024arXiv240919858B']",11179,,,,2017ApJ...844..138K,,,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.257875,-1.9826944,16292,Kiso A-0904 115,TT*,*|Em*|NIR|TT*|V*|X|Y*?|Y*O,85.2578731,-1.982686893,2,0.027879895,false,false,false,0.0,false,,-2.041421287,-9.36187119,III thin disk,0.52,,,2017ApJ...844..138K,"[0.52, 0.06456368999999999]","[nan, nan]","[nan, nan]","['2017ApJ...844..138K', '2024arXiv240919858B']",11180,,,,2017ApJ...844..138K,,,,-3.87,,,,,,,440,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.4742917,-1.7252222,16293,[KHM2017] NGC2024 RV2685,Y*O,*|Y*?|Y*O,85.47429274,-1.725214467,,0.028090119,false,false,false,0.02,false,,-2.439193246,-9.469284272,III thin disk,0.67,,,2017ApJ...844..138K,[0.67],[nan],[nan],['2017ApJ...844..138K'],11181,,,,2017ApJ...844..138K,,,,-1.58,,,,,,,305,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.2038625,-2.13668333,16308,[KJN2005] 1.03  460,*,*|NIR,85.20386977,-2.136702062,,0.072326138,false,false,false,,false,,-2.083470936,-10.15171479,III thin disk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.1279875,-2.13521667,16314,[KJN2005] 1.03  933,*,*,85.1279875,-2.135216667,,1.2E-5,false,false,false,,false,,-1.386505694,-12.41995426,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.15099167,-2.08029722,16316,[KJN2005] 1.03 1094,*,*|NIR,85.1510083,-2.080334267,,0.146172884,false,false,false,,false,,-2.536718775,-11.47116508,III no disk / MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.63738354,-1.918050592,18665,Gaia DR3 3216587663235227008,Y*?,*|Y*?,85.63737306,-1.918042847,,0.04690323,false,false,false,0.0,false,0.0,-2.520989842,-10.18975017,III no disk / MS,,,,,,,,,16919,,,,2012RAA....12..723Z,-45.966656,-1.597402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.12942923,-2.064308159,18668,Gaia DR3 3216534925332952448,Y*?,*|Y*?,85.12941809,-2.064300914,,0.047831627,false,false,false,0.0,false,0.0,-2.598006343,-9.944382392,III no disk / MS,,,,,,,,,29359,,,,2023A%26A...674A..26C,-0.054732985,0.049786735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.33162926,-2.213323353,18669,Gaia DR3 3216482251854030336,Y*?,*|Y*?,85.33161852,-2.213315947,,0.046945727,false,false,false,0.0,false,0.0,-2.067750831,-10.50133526,III thin disk,,,,,,,,,16920,,,,2012RAA....12..723Z,10.828733,-0.193791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.47073924,-1.717505294,18671,Gaia DR3 3216652916673568000,Y*?,*|Y*?,85.47072743,-1.717497175,,0.051590735,false,false,false,0.0,false,,-1.942704446,-10.25912589,III thin disk,,,,,,,,,29362,,,,2023A%26A...674A..26C,-2.1623321,0.10510562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.23633,-2.14919,26267,HD 290815,*,*|IR|NIR,85.23635339,-2.149216705,,0.127758506,false,false,false,0.01,false,,-1.907110565,-9.156842621,III thin disk,,,,,,,,,35946,,,,2023A%26A...674A..26C,1.9762531,0.013036824,,,,,,,,,,,,,,,,,,,2019AJ....157..196K,,,,,,,,,,,0.0557,0.0477,,,,,,
85.25946,-1.68744,26284,2MASS J05410227-0141148,*,*|NIR,85.259478,-1.68745,,0.074103973,false,false,false,0.02,false,,-2.558002,-9.747347136,III no disk / MS,,,,,,,,,17320,,,,2012RAA....12..723Z,-15.405215,-0.070262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.37467,-1.696,26353,2MASS J05412992-0141456,*,*|NIR,85.37473266,-1.696034371,,0.257183284,false,true,false,0.0,false,,-3.240062242,-9.613818019,III no disk / MS,,,,,,,,,36026,,,,2023A%26A...674A..26C,-3.938037,0.046460804,,,,,,,,,,,,,,,,,,,2019AJ....157..196K,,,,,,,,,,,0.0841,0.0294,,,,,,
85.4015,-1.68961,26374,HD 290811,Em*,*|Em*|NIR|Opt|PM*,85.40151683,-1.689613472,,0.061849581,false,true,false,0.0,false,,-2.323919102,-8.798999376,III thin disk,,,,,,,,,36045,,,,2023A%26A...674A..26C,0.8873657,0.010419302,,,,,,,,,,,,,,,,,,,2019AJ....157..196K,,,,,,,,,,,4.25E-4,0.00948,,,,,,
85.45129,-2.17792,26393,2MASS J05414831-0210405,Y*O,*|IR|NIR|X|Y*O,85.45134528,-2.177967353,,0.261930668,false,true,false,0.0,false,,-2.553132987,-9.496569435,III no disk / MS,,,,,,,,,36064,,,,2023A%26A...674A..26C,1.6229369,0.013103128,,,,,,,,,,,,,,,,,,,2019AJ....157..196K,,,,,,,,,,,0.0767,0.0974,,,,,,
85.482,-1.87181,26401,Cl* NGC 2024    HLL      27,*,*|NIR,85.4820569,-1.871836935,,0.226530407,false,false,false,,false,,-1.025738831,-9.639125163,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019AJ....157..196K,,,,,,,,,,,0.119,0.0293,,,,,,
85.65446,-2.02775,26499,CRTS J054237.0-020140,EB*,*|EB*|Em*|NIR|Opt|V*,85.65450746,-2.027817398,,0.296687493,false,false,false,0.0,false,0.0,-2.554846237,-9.878322126,III no disk / MS,,,,,,,,,17322,,,,2012RAA....12..723Z,-15.096642,-0.063015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.44231645,-1.939500025,27814,CXOU J054146.1-015622,Y*O,Rad|X|Y*O,85.44231547,-1.939502394,2,0.009227959,false,false,false,,false,,,,not classified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.38941667,-1.920361111,27851,2MASS J05413347-0155134,Y*O,*|NIR|X|Y*O,85.38948875,-1.920438921,,0.381741909,false,true,false,,false,,-1.51504972,-10.32097184,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.40729167,-1.919416667,27852,Cl* NGC 2024    LSE      48,Y*O,*|X|Y*O,85.407278,-1.919353,,0.234415367,false,false,false,,false,,1.42194701,-12.70740189,0/I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.41733333,-2.016444444,27853,2MASS J05414012-0201000,Y*O,*|NIR|X|Y*O,85.41720683,-2.016709775,,1.05807186,false,false,false,0.0,false,0.39,-2.086607488,-10.3615319,III thin disk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.42854167,-1.888055556,27854,2MASS J05414288-0153163,Y*O,NIR|X|Y*O,85.4287,-1.887873,,0.869746628,false,false,false,,false,,1.53530518,-12.10363075,0/I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.43916667,-1.898805556,27855,[SGB2003] 179,X,X,85.43916667,-1.898805556,,4.58E-11,false,false,false,,false,,-0.234600993,-10.98859606,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.4585,-1.968833333,27856,2MASS J05415006-0158083,Y*O,*|NIR|X|Y*O,85.45862941,-1.968954014,,0.636813599,false,false,false,,false,,-2.176255194,-11.11986241,III thin disk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.49954167,-1.997111111,27857,2MASS J05415997-0159496,X,NIR|X,85.499875,-1.997111111,,1.199271103,false,false,false,,false,,-2.037199137,-11.33670418,III thin disk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.43208333,-2.173,27884,[LLA2013] 23,X,*|X,85.43208333,-2.173,,2.86E-12,false,false,false,,false,,,,not classified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
