RAJ2000,DEJ2000,Seq,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,__3_6_,e__3_6_,__4_5_,e__4_5_,__5_8_,e__5_8_,__8_0_,e__8_0_,__24_,e__24_,AKs,alpha,Cl,_2M,Simbad
83.97041,-4.135389,2805,13.15,0.03,12.42,0.03,12.23,0.02,12.0,0.01,11.92,0.01,11.72,0.01,11.12,0.02,7.72,0.05,0.12,-1.82,"D ",2M,Simbad
83.808876,-4.130528,2806,15.11,0.04,14.48,0.05,14.04,0.05,13.54,0.01,13.18,0.01,12.82,0.03,12.16,0.03,0.0,0.0,0.0,-1.26,"D ",2M,Simbad
83.82946,-4.1223335,2807,14.45,0.03,13.78,0.04,13.58,0.03,13.04,0.01,12.83,0.01,12.49,0.02,11.98,0.03,0.0,0.0,0.05,-1.6,"D ",2M,Simbad
83.788666,-4.1045833,2808,14.91,0.03,14.35,0.05,13.96,0.07,13.64,0.01,13.4,0.01,13.15,0.03,12.41,0.03,0.0,0.0,0.0,-1.44,"D ",2M,Simbad
84.074,-4.101778,2809,0.0,0.0,0.0,0.0,0.0,0.0,14.73,0.01,14.13,0.01,13.04,0.03,11.55,0.02,7.69,0.06,0.0,0.9,"D ",2M,Simbad
83.88817,-4.0980277,2810,15.86,0.07,15.27,0.09,14.65,0.07,14.28,0.01,13.99,0.02,13.6,0.06,13.13,0.08,0.0,0.0,0.0,-1.49,"D ",2M,Simbad
83.87217,-4.069611,2811,13.42,0.03,12.81,0.04,12.64,0.02,12.57,0.01,12.56,0.01,12.33,0.02,11.87,0.02,8.37,0.1,0.0,-2.0,"D ",2M,Simbad
83.35462,-4.0582776,2812,12.17,0.04,11.44,0.04,11.15,0.03,10.49,0.01,10.09,0.01,9.65,0.01,8.51,0.01,4.88,0.02,0.04,-0.58,"D ",2M,Simbad
83.66296,-4.035917,2813,12.52,0.02,11.79,0.03,11.6,0.02,11.49,0.01,11.32,0.01,11.1,0.01,10.78,0.01,9.02,0.16,0.12,-2.01,"D ",2M,Simbad
83.97675,-4.029,2814,13.75,0.02,13.09,0.03,12.86,0.02,12.61,0.01,12.52,0.01,12.43,0.02,12.33,0.03,8.66,0.14,0.01,-2.51,"D ",2M,Simbad
83.68367,-3.9963334,2815,0.0,0.0,0.0,0.0,0.0,0.0,14.65,0.02,14.08,0.02,13.47,0.06,12.89,0.07,0.0,0.0,0.0,-0.79,"D ",2M,Simbad
83.56904,-3.9561944,2816,11.09,0.02,10.41,0.03,10.06,0.02,9.6,0.01,9.71,0.01,9.37,0.01,8.84,0.01,4.24,0.02,0.0,-1.89,"D ",2M,Simbad
83.63208,-3.8642778,2817,10.44,0.02,9.75,0.03,9.57,0.02,9.33,0.01,9.04,0.01,8.96,0.01,8.23,0.01,5.71,0.01,0.08,-1.63,"D ",2M,Simbad
83.58292,-3.8465278,2818,15.48,0.05,14.82,0.06,14.44,0.06,14.09,0.01,13.75,0.02,13.38,0.08,12.6,0.08,9.01,0.14,0.0,-1.13,"D ",2M,Simbad
85.365166,-2.6495833,2819,15.42,0.05,14.69,0.05,14.31,0.07,14.23,0.02,13.78,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"D ",2M,Simbad
85.2145,-2.6006668,2820,13.86,0.05,13.13,0.05,12.57,0.04,11.83,0.01,11.42,0.01,11.12,0.01,0.0,0.0,6.94,0.03,0.0,0.0,"D ",2M,Simbad
85.21337,-2.5995555,2821,13.88,0.04,13.14,0.03,12.64,0.03,12.02,0.01,11.69,0.01,11.45,0.02,10.74,0.02,0.0,0.0,0.0,-1.4,"D ",2M,Simbad
85.4445,-2.5348055,2822,13.53,0.02,12.45,0.02,11.91,0.02,11.36,0.01,11.11,0.01,10.74,0.01,10.16,0.02,7.15,0.04,0.33,-1.44,"D ",2M,Simbad
85.194626,-2.4853055,2823,16.36,0.09,15.75,0.1,15.33,0.16,14.6,0.01,14.23,0.02,13.79,0.07,13.0,0.06,0.0,0.0,0.0,-0.99,"D ",2M,Simbad
85.293045,-2.4843612,2824,13.83,0.03,13.27,0.03,12.91,0.03,12.65,0.01,12.46,0.01,12.37,0.03,11.83,0.04,7.88,0.07,0.0,-1.93,"D ",2M,Simbad
85.273125,-2.4549444,2825,0.0,0.0,16.04,0.13,14.36,0.07,13.13,0.01,12.87,0.01,12.4,0.05,11.58,0.08,0.0,0.0,2.7,-1.03,"D ",2M,Simbad
85.21833,-2.4535,2826,15.09,0.05,13.61,0.04,12.58,0.03,11.37,0.01,10.75,0.01,9.91,0.03,8.73,0.04,5.27,0.02,0.46,0.22,"D ",2M,Simbad
85.2155,-2.4468334,2827,12.25,0.04,10.73,0.03,9.71,0.03,8.24,0.01,7.59,0.01,6.81,0.01,5.72,0.01,2.2,0.01,0.51,0.07,"P ",2M,Simbad
85.16375,-2.4460833,2828,11.58,0.03,10.7,0.02,10.32,0.02,9.93,0.01,9.54,0.01,8.94,0.01,7.86,0.01,5.01,0.02,0.18,-0.44,"D ",2M,Simbad
85.48146,-2.3945832,2829,12.85,0.02,11.66,0.02,11.05,0.02,10.0,0.01,9.53,0.01,9.03,0.01,8.07,0.01,4.46,0.01,0.41,-0.62,"D ",2M,Simbad
85.37058,-2.3887222,2830,0.0,0.0,0.0,0.0,0.0,0.0,15.05,0.04,13.0,0.01,11.53,0.02,10.14,0.03,4.75,0.02,0.0,2.73,"P ",2M,Simbad
85.352,-2.376722,2831,9.1,0.02,8.08,0.04,7.39,0.02,6.17,0.01,5.74,0.01,5.09,0.01,4.36,0.01,1.97,0.01,0.14,-0.71,"D ",2M,Simbad
85.24746,-2.3569167,2832,14.83,0.04,14.18,0.03,13.59,0.05,12.9,0.01,12.57,0.01,12.05,0.06,0.0,0.0,0.0,0.0,0.0,0.0,"D ",2M,Simbad
85.76508,-2.3350277,2833,14.57,0.03,13.9,0.04,13.34,0.03,12.43,0.01,12.1,0.01,11.86,0.03,11.31,0.07,0.0,0.0,0.0,-1.57,"D ",2M,Simbad
85.4395,-2.3295555,2834,0.0,0.0,16.28,0.18,14.95,0.14,13.85,0.01,13.55,0.01,13.3,0.08,12.56,0.12,0.0,0.0,1.93,-1.38,"D ",2M,Simbad
85.360085,-2.3155,2835,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.01,13.56,0.01,13.14,0.07,12.73,0.09,0.0,0.0,0.0,-1.37,"D ",2M,Simbad
85.74504,-2.31025,2836,10.86,0.02,10.1,0.02,9.59,0.02,8.55,0.01,8.06,0.01,7.63,0.01,6.9,0.01,4.66,0.02,0.0,-0.95,"D ",2M,Simbad
85.35975,-2.3055556,2837,0.0,0.0,0.0,0.0,0.0,0.0,15.75,0.04,13.35,0.01,12.44,0.04,0.0,0.0,6.94,0.04,0.0,0.0,"P ",2M,Simbad
85.32154,-2.3021111,2838,0.0,0.0,0.0,0.0,0.0,0.0,14.8,0.02,13.61,0.01,12.33,0.03,10.84,0.03,6.61,0.02,0.0,1.72,"P ",2M,Simbad
85.337,-2.2980278,2839,15.43,0.05,13.35,0.02,12.16,0.02,10.95,0.01,10.38,0.01,9.91,0.01,9.3,0.02,6.56,0.05,1.12,-0.95,"D ",2M,Simbad
85.35204,-2.2945,2840,0.0,0.0,0.0,0.0,0.0,0.0,14.88,0.03,14.26,0.03,13.49,0.14,0.0,0.0,0.0,0.0,0.0,0.0,"D ",2M,Simbad
85.42604,-2.2933333,2841,12.31,0.02,11.48,0.02,11.0,0.02,10.12,0.01,9.64,0.01,9.16,0.01,8.47,0.02,5.83,0.03,0.03,-0.95,"D ",2M,Simbad
85.34696,-2.2932777,2842,0.0,0.0,0.0,0.0,14.25,0.07,11.91,0.01,10.79,0.01,9.8,0.01,8.75,0.01,4.38,0.01,0.0,0.77,"P ",2M,Simbad
85.38308,-2.2905,2843,0.0,0.0,0.0,0.0,15.0,0.17,14.07,0.03,12.68,0.02,11.98,0.06,0.0,0.0,0.0,0.0,0.0,0.0,"D ",2M,Simbad
85.39462,-2.29,2844,12.28,0.03,11.42,0.02,10.97,0.02,10.38,0.01,9.93,0.01,9.75,0.02,8.87,0.05,0.0,0.0,0.11,-1.17,"D ",2M,Simbad
85.42663,-2.2893057,2845,14.57,0.03,13.2,0.02,12.47,0.02,11.57,0.01,11.15,0.01,10.74,0.08,0.0,0.0,0.0,0.0,0.54,0.0,"D ",2M,Simbad
85.40488,-2.2880557,2846,0.0,0.0,0.0,0.0,0.0,0.0,7.68,0.01,6.35,0.01,5.16,0.01,3.85,0.01,-1.1,0.01,0.0,1.54,"P ",2M,Simbad
85.43613,-2.2822778,2847,13.21,0.03,12.12,0.03,11.54,0.03,11.06,0.01,10.83,0.01,10.63,0.03,0.0,0.0,0.0,0.0,0.3,0.0,"D ",2M,Simbad
85.40163,-2.2795,2848,11.73,0.03,10.05,0.02,8.83,0.02,6.79,0.01,6.04,0.01,5.57,0.01,4.72,0.02,2.46,0.01,0.58,-0.51,"D ",2M,Simbad
85.34221,-2.278861,2849,15.62,0.06,13.58,0.03,12.48,0.03,11.26,0.01,10.8,0.01,10.34,0.01,9.82,0.02,7.62,0.06,1.14,-1.18,"D ",2M,Simbad
85.445915,-2.277139,2850,9.04,0.02,8.15,0.04,7.55,0.03,6.43,0.01,5.94,0.01,5.57,0.01,4.88,0.01,3.13,0.01,0.04,-1.08,"D ",2M,Simbad
85.42587,-2.2734444,2851,15.96,0.11,12.84,0.07,10.91,0.04,9.4,0.01,8.78,0.01,0.0,0.0,0.0,0.0,3.4,0.02,1.89,0.0,"D ",2M,Simbad
85.43425,-2.271139,2852,12.86,0.02,12.04,0.02,11.5,0.02,10.85,0.01,10.48,0.02,10.09,0.05,0.0,0.0,0.0,0.0,0.0,0.0,"D ",2M,Simbad
85.43413,-2.2688055,2853,13.38,0.04,12.51,0.05,11.93,0.04,10.86,0.01,9.97,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,"P ",2M,Simbad
85.350876,-2.2684443,2854,0.0,0.0,0.0,0.0,0.0,0.0,12.6,0.01,11.35,0.01,10.69,0.01,10.0,0.04,3.4,0.01,0.0,0.05,"P ",2M,Simbad
85.43575,-2.2684166,2855,15.19,0.06,12.43,0.08,10.38,0.03,7.37,0.01,6.35,0.01,5.53,0.01,4.5,0.01,-0.3,0.02,1.34,0.42,"P ",2M,Simbad
85.41788,-2.266472,2856,11.31,0.03,10.36,0.02,9.89,0.02,9.63,0.01,9.19,0.01,8.66,0.09,0.0,0.0,0.0,0.0,0.22,0.0,"D ",2M,Simbad
85.43654,-2.265361,2857,13.75,0.08,11.44,0.05,9.99,0.03,8.19,0.01,7.24,0.01,6.6,0.01,5.78,0.01,1.44,0.01,1.22,-0.12,"P ",2M,Simbad
85.58117,-2.2613332,2858,12.85,0.02,12.08,0.02,11.66,0.02,11.43,0.01,11.08,0.01,10.5,0.01,9.2,0.01,6.47,0.03,0.0,-0.26,"D ",2M,Simbad
85.093376,-2.2610278,2859,12.37,0.03,11.42,0.02,10.82,0.03,0.0,0.0,9.94,0.01,0.0,0.0,8.41,0.01,4.68,0.02,0.1,0.0,"P ",2M,Simbad
85.690834,-2.256361,2860,12.01,0.03,10.98,0.03,10.33,0.02,9.59,0.01,9.35,0.01,8.87,0.01,8.15,0.01,4.76,0.01,0.18,-1.15,"D ",2M,Simbad
85.186584,-2.1971388,2861,9.85,0.03,9.2,0.02,8.96,0.03,8.44,0.01,7.99,0.01,7.65,0.01,6.88,0.01,5.05,0.01,0.0,-1.07,"D ",2M,Simbad
85.243164,-2.193,2862,15.62,0.06,14.38,0.04,13.61,0.05,12.93,0.01,12.59,0.01,12.21,0.05,0.0,0.0,0.0,0.0,0.36,0.0,"D ",2M,Simbad
85.667336,-2.190361,2863,12.73,0.02,12.0,0.02,11.78,0.03,11.65,0.01,11.6,0.01,11.59,0.01,11.53,0.02,7.07,0.04,0.11,-2.71,"D ",2M,Simbad
85.340416,-2.185639,2864,0.0,0.0,0.0,0.0,0.0,0.0,12.15,0.01,11.5,0.01,10.53,0.01,9.71,0.02,6.5,0.03,0.0,0.03,"D ",2M,Simbad
85.19483,-2.1805556,2865,11.93,0.03,11.02,0.03,10.51,0.03,9.87,0.01,9.45,0.01,9.21,0.01,8.44,0.01,5.1,0.02,0.12,-1.25,"D ",2M,Simbad
85.53883,-2.1639445,2866,11.07,0.02,9.22,0.02,8.45,0.02,8.0,0.01,7.8,0.01,7.5,0.01,7.15,0.01,5.69,0.02,1.13,-1.84,"D ",2M,Simbad
85.51092,-2.1293612,2867,0.0,0.0,0.0,0.0,0.0,0.0,14.27,0.01,12.04,0.01,10.56,0.01,9.73,0.01,5.13,0.02,0.0,2.29,"P ",2M,Simbad
85.376,-2.1254723,2868,13.81,0.03,13.18,0.03,12.89,0.03,12.65,0.01,12.44,0.01,12.1,0.02,11.07,0.04,7.27,0.05,0.0,-1.03,"D ",2M,Simbad
85.26571,-2.1073055,2869,12.85,0.03,12.25,0.02,11.94,0.02,11.42,0.01,11.17,0.01,10.91,0.01,10.32,0.03,8.49,0.12,0.0,-1.59,"D ",2M,Simbad
85.4945,-2.0615833,2870,13.27,0.03,11.52,0.02,10.66,0.02,9.84,0.01,9.36,0.01,8.84,0.01,7.93,0.01,5.51,0.02,0.93,-0.64,"D ",2M,Simbad
85.46054,-2.0491388,2871,12.58,0.03,11.77,0.02,11.48,0.02,10.97,0.01,10.75,0.01,10.53,0.01,9.9,0.01,7.49,0.05,0.16,-1.62,"D ",2M,Simbad
85.437294,-2.04675,2872,13.84,0.03,12.74,0.02,12.16,0.03,11.36,0.01,11.07,0.01,10.78,0.01,10.12,0.01,7.3,0.05,0.32,-1.43,"D ",2M,Simbad
85.4155,-2.0400279,2873,12.48,0.02,11.18,0.02,10.41,0.02,9.47,0.01,9.04,0.01,8.7,0.01,8.09,0.01,5.89,0.03,0.43,-1.28,"D ",2M,Simbad
85.4395,-2.023139,2874,16.18,0.09,15.06,0.05,14.48,0.08,13.47,0.01,13.05,0.01,12.62,0.07,12.04,0.04,0.0,0.0,0.34,-1.19,"D ",2M,Simbad
85.467545,-2.0225277,2875,10.88,0.03,10.0,0.03,9.51,0.02,8.77,0.01,8.44,0.01,8.01,0.01,7.56,0.01,6.08,0.03,0.1,-1.42,"D ",2M,Simbad
85.509834,-2.0189445,2876,0.0,0.0,15.31,0.14,14.38,0.09,13.3,0.01,12.75,0.01,12.27,0.03,11.55,0.04,0.0,0.0,0.18,-0.84,"D ",2M,Simbad
85.47867,-2.0100555,2877,13.11,0.03,12.46,0.02,12.05,0.02,11.28,0.01,10.94,0.01,10.49,0.01,10.21,0.01,0.0,0.0,0.0,-1.57,"D ",2M,Simbad
85.44637,-2.00525,2878,13.13,0.03,11.89,0.02,11.2,0.02,10.54,0.01,10.21,0.01,9.95,0.01,9.09,0.01,6.0,0.03,0.41,-1.21,"D ",2M,Simbad
85.35875,-2.0045,2879,11.5,0.02,10.21,0.02,9.46,0.02,8.37,0.01,7.95,0.01,7.42,0.01,6.41,0.01,3.72,0.01,0.43,-0.57,"D ",2M,Simbad
85.53987,-2.0011945,2880,12.64,0.03,11.55,0.02,11.04,0.02,9.95,0.01,9.48,0.01,8.94,0.01,8.1,0.01,5.61,0.03,0.34,-0.7,"D ",2M,Simbad
85.25054,-2.0002222,2881,14.88,0.04,13.95,0.03,13.26,0.03,12.52,0.01,12.16,0.01,11.75,0.04,10.56,0.08,0.0,0.0,0.01,-0.6,"D ",2M,Simbad
85.45775,-1.9964722,2882,16.35,0.09,14.81,0.04,13.89,0.05,12.47,0.01,11.65,0.01,10.79,0.01,9.74,0.01,5.6,0.14,0.63,0.31,"P ",2M,Simbad
85.48317,-1.99575,2883,14.4,0.03,13.29,0.03,12.73,0.03,11.97,0.01,11.55,0.01,11.07,0.01,10.29,0.04,0.0,0.0,0.33,-0.89,"D ",2M,Simbad
85.41225,-1.9933889,2884,10.63,0.02,9.66,0.02,9.18,0.02,8.42,0.01,8.07,0.01,7.7,0.01,7.03,0.01,4.56,0.09,0.21,-1.25,"D ",2M,Simbad
85.52421,-1.9913332,2885,13.43,0.02,12.11,0.02,11.34,0.02,10.28,0.01,9.33,0.01,9.17,0.01,7.96,0.01,4.72,0.01,0.45,-0.34,"D ",2M,Simbad
85.37092,-1.9870278,2886,16.91,0.16,15.7,0.09,14.52,0.08,12.84,0.01,11.72,0.01,10.65,0.03,9.49,0.02,5.06,0.06,0.0,1.01,"P ",2M,Simbad
85.497086,-1.9863056,2887,13.09,0.02,12.07,0.02,11.61,0.02,10.9,0.01,10.54,0.01,10.02,0.02,9.21,0.04,0.0,0.0,0.29,-0.86,"D ",2M,Simbad
85.58854,-1.9861389,2888,12.04,0.03,11.27,0.03,10.96,0.03,10.1,0.01,9.93,0.01,9.4,0.01,8.64,0.01,5.83,0.02,0.08,-1.09,"D ",2M,Simbad
85.44925,-1.9842778,2889,13.22,0.03,11.1,0.03,9.68,0.02,7.33,0.01,6.41,0.01,5.96,0.01,4.89,0.01,1.97,0.01,0.99,-0.13,"D ",2M,Simbad
85.392914,-1.98325,2890,14.06,0.03,12.96,0.02,12.36,0.02,11.6,0.01,11.09,0.01,10.73,0.04,10.18,0.05,0.0,0.0,0.29,-1.22,"D ",2M,Simbad
85.43313,-1.9831111,2891,14.74,0.04,13.15,0.03,12.18,0.02,11.05,0.01,10.58,0.01,10.08,0.02,9.37,0.03,0.0,0.0,0.66,-0.9,"D ",2M,Simbad
85.33617,-1.98275,2892,12.69,0.03,11.93,0.02,11.74,0.02,11.56,0.01,11.54,0.01,11.42,0.06,10.66,0.11,6.54,0.09,0.15,-1.81,"D ",2M,Simbad
85.48646,-1.9815556,2893,14.73,0.03,13.11,0.02,12.16,0.02,10.88,0.01,10.34,0.01,9.96,0.01,9.15,0.03,0.0,0.0,0.71,-0.89,"D ",2M,Simbad
85.42438,-1.9802222,2894,14.61,0.03,13.18,0.03,12.08,0.02,10.79,0.01,9.96,0.01,9.66,0.01,8.88,0.02,5.48,0.01,0.35,-0.75,"D ",2M,Simbad
85.43329,-1.9792778,2895,13.14,0.03,12.01,0.02,11.34,0.02,10.66,0.01,9.93,0.01,9.37,0.01,8.2,0.01,0.0,0.0,0.27,-0.06,"D ",2M,Simbad
85.55492,-1.9759167,2896,11.44,0.03,10.17,0.02,9.6,0.02,9.19,0.01,8.99,0.01,8.72,0.01,8.26,0.01,5.54,0.02,0.54,-1.76,"D ",2M,Simbad
85.46696,-1.9755833,2897,16.19,0.1,15.4,0.09,14.63,0.09,12.8,0.01,11.82,0.01,11.06,0.02,10.23,0.06,0.0,0.0,0.0,0.08,"P ",2M,Simbad
85.44688,-1.9721944,2898,16.48,0.1,13.39,0.03,11.6,0.02,10.02,0.01,9.36,0.01,8.79,0.01,8.09,0.01,0.0,0.0,1.97,-0.63,"D ",2M,Simbad
85.461,-1.9677778,2899,14.34,0.03,13.43,0.02,12.8,0.02,12.12,0.01,11.82,0.01,11.57,0.03,10.84,0.1,0.0,0.0,0.03,-1.39,"D ",2M,Simbad
85.301,-1.9655555,2900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.44,0.07,0.0,0.0,4.41,0.03,0.0,0.0,"P ",2M,Simbad
85.42354,-1.9651667,2901,12.59,0.03,10.48,0.02,9.32,0.02,7.94,0.01,7.41,0.01,5.98,0.01,4.27,0.01,1.2,0.02,1.17,1.54,"D ",2M,Simbad
85.47383,-1.964,2902,16.32,0.09,14.57,0.04,13.47,0.03,11.73,0.01,11.17,0.01,10.65,0.02,9.89,0.07,0.0,0.0,0.76,-0.73,"D ",2M,Simbad
85.45883,-1.9624166,2903,13.95,0.06,11.85,0.04,10.62,0.03,9.16,0.01,8.64,0.01,8.34,0.01,7.82,0.01,4.41,0.03,1.11,-1.34,"D ",2M,Simbad
85.47163,-1.9621667,2904,12.23,0.02,10.62,0.02,9.68,0.02,8.64,0.01,8.17,0.01,7.68,0.01,6.95,0.01,2.76,0.01,0.71,-0.89,"D ",2M,Simbad
85.51942,-1.9607222,2905,13.08,0.03,11.94,0.02,11.32,0.02,10.52,0.01,10.07,0.01,9.43,0.01,8.2,0.01,4.93,0.01,0.33,-0.15,"D ",2M,Simbad
85.43413,-1.9598612,2906,15.5,0.06,13.5,0.04,12.37,0.02,11.47,0.01,10.96,0.01,10.32,0.02,9.29,0.03,0.0,0.0,1.05,-0.32,"D ",2M,Simbad
85.44009,-1.9591389,2907,14.33,0.03,13.5,0.03,13.07,0.04,12.35,0.01,12.0,0.01,11.65,0.04,10.91,0.11,0.0,0.0,0.06,-1.2,"D ",2M,Simbad
85.57242,-1.9590278,2908,15.38,0.06,14.3,0.03,13.52,0.04,12.67,0.01,12.2,0.01,11.88,0.07,11.12,0.11,8.66,0.17,0.14,-1.1,"D ",2M,Simbad
85.4585,-1.9584167,2909,13.52,0.03,12.03,0.02,11.34,0.02,10.47,0.01,10.12,0.01,9.86,0.01,9.06,0.02,0.0,0.0,0.73,-1.24,"D ",2M,Simbad
85.44254,-1.956389,2910,0.0,0.0,0.0,0.0,0.0,0.0,12.93,0.01,12.06,0.01,11.47,0.04,11.13,0.13,0.0,0.0,0.0,-0.79,"D ",2M,Simbad
85.46725,-1.95475,2911,12.83,0.03,11.06,0.02,10.16,0.02,9.04,0.01,8.59,0.01,8.25,0.01,7.48,0.01,4.39,0.02,0.92,-1.08,"D ",2M,Simbad
85.46809,-1.9533612,2912,15.7,0.09,14.29,0.1,13.55,0.08,12.59,0.01,11.98,0.01,11.76,0.06,0.0,0.0,0.0,0.0,0.58,0.0,"D ",2M,Simbad
85.44767,-1.9533612,2913,0.0,0.0,0.0,0.0,14.56,0.11,12.55,0.01,11.86,0.01,11.56,0.04,11.38,0.19,0.0,0.0,0.0,-1.54,"D ",2M,Simbad
85.43421,-1.9512222,2914,0.0,0.0,0.0,0.0,0.0,0.0,13.86,0.05,12.54,0.02,11.76,0.12,0.0,0.0,0.0,0.0,0.0,0.0,"D ",2M,Simbad
85.441795,-1.9482778,2915,0.0,0.0,0.0,0.0,14.86,0.13,11.01,0.01,9.57,0.01,8.73,0.01,8.11,0.01,0.0,0.0,0.0,0.4,"P ",2M,Simbad
85.46071,-1.9478889,2916,16.44,0.1,14.51,0.03,13.31,0.03,12.26,0.01,11.9,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.92,0.0,"D ",2M,Simbad
85.47875,-1.9466667,2917,14.42,0.03,12.82,0.02,11.87,0.02,10.73,0.01,10.35,0.01,9.99,0.04,0.0,0.0,0.0,0.0,0.67,0.0,"D ",2M,Simbad
85.47254,-1.946639,2918,15.54,0.05,14.23,0.03,13.49,0.04,12.34,0.02,11.76,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,"D ",2M,Simbad
85.528,-1.9459167,2919,15.21,0.04,14.06,0.04,13.29,0.04,12.47,0.01,12.08,0.01,11.7,0.05,0.0,0.0,0.0,0.0,0.23,0.0,"D ",2M,Simbad
85.417625,-1.9455278,2920,0.0,0.0,14.66,0.05,12.27,0.02,10.48,0.01,9.84,0.01,0.0,0.0,0.0,0.0,0.0,0.0,3.36,0.0,"D ",2M,Simbad
85.479,-1.9419167,2921,16.46,0.11,13.61,0.03,11.93,0.03,10.63,0.01,10.08,0.01,9.43,0.02,8.57,0.04,0.0,0.0,1.74,-0.45,"D ",2M,Simbad
85.50721,-1.9415556,2922,14.05,0.03,12.06,0.07,10.9,0.04,9.76,0.01,9.37,0.01,9.19,0.02,8.78,0.05,0.0,0.0,1.02,-1.76,"D ",2M,Simbad
85.4705,-1.9415556,2923,0.0,0.0,15.34,0.12,13.33,0.03,10.01,0.01,8.92,0.01,8.04,0.01,7.21,0.02,0.0,0.0,1.04,0.35,"P ",2M,Simbad
85.45746,-1.9408056,2924,14.96,0.08,13.1,0.05,12.02,0.03,10.84,0.01,10.48,0.01,9.28,0.03,0.0,0.0,0.0,0.0,0.92,0.0,"D ",2M,Simbad
85.41275,-1.9407222,2925,16.07,0.16,13.12,0.07,11.36,0.03,10.04,0.01,9.72,0.01,0.0,0.0,0.0,0.0,0.0,0.0,1.82,0.0,"D ",2M,Simbad
85.441414,-1.9405833,2926,0.0,0.0,15.61,0.09,11.32,0.02,8.01,0.01,6.8,0.01,5.99,0.01,5.26,0.01,1.32,0.02,6.11,0.26,"P ",2M,Simbad
85.39921,-1.9395,2927,16.08,0.07,13.07,0.02,11.4,0.02,9.78,0.01,9.17,0.01,0.0,0.0,0.0,0.0,0.0,0.0,1.96,0.0,"D ",2M,Simbad
85.42725,-1.9381944,2928,13.85,0.02,12.3,0.02,11.5,0.02,10.71,0.01,10.25,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.74,0.0,"D ",2M,Simbad
85.56758,-1.9374167,2929,12.91,0.02,12.24,0.02,11.98,0.02,11.68,0.01,11.54,0.01,11.48,0.05,0.0,0.0,5.63,0.04,0.0,0.0,"D ",2M,Simbad
85.28371,-1.9366667,2930,15.09,0.04,14.53,0.04,14.0,0.06,13.68,0.06,13.32,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"D ",2M,Simbad
85.39046,-1.9351944,2931,15.43,0.05,12.64,0.02,11.27,0.02,9.98,0.01,9.45,0.01,0.0,0.0,0.0,0.0,0.0,0.0,1.89,0.0,"D ",2M,Simbad
85.411415,-1.9340278,2932,13.73,0.02,11.76,0.02,10.56,0.02,9.42,0.01,8.74,0.01,8.32,0.03,0.0,0.0,0.0,0.0,0.96,0.0,"D ",2M,Simbad
85.46421,-1.9321111,2933,0.0,0.0,14.37,0.02,12.55,0.03,10.84,0.02,10.3,0.01,0.0,0.0,0.0,0.0,0.0,0.0,2.36,0.0,"D ",2M,Simbad
85.44263,-1.9317222,2934,0.0,0.0,0.0,0.0,0.0,0.0,11.52,0.02,9.42,0.01,7.4,0.01,6.05,0.02,0.0,0.0,0.0,3.49,"P ",2M,Simbad
85.39484,-1.9311111,2935,0.0,0.0,14.18,0.05,11.94,0.03,9.19,0.01,8.58,0.01,8.09,0.01,7.53,0.03,0.0,0.0,3.12,-0.94,"D ",2M,Simbad
85.42725,-1.927,2936,0.0,0.0,15.32,0.08,12.66,0.04,10.0,0.02,9.38,0.02,0.0,0.0,0.0,0.0,0.0,0.0,4.1,0.0,"D ",2M,Simbad
85.40913,-1.9266944,2937,12.82,0.02,11.51,0.02,11.01,0.02,10.19,0.01,9.97,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.0,"D ",2M,Simbad
85.381,-1.9257222,2938,13.76,0.05,11.94,0.04,10.77,0.03,9.3,0.01,8.77,0.01,8.32,0.01,7.76,0.03,0.0,0.0,0.8,-1.07,"D ",2M,Simbad
85.39596,-1.925,2939,16.55,0.16,14.11,0.06,12.57,0.05,10.49,0.01,9.9,0.01,8.73,0.05,0.0,0.0,0.0,0.0,1.32,0.0,"D ",2M,Simbad
85.43513,-1.9230278,2940,13.66,0.04,11.34,0.04,9.81,0.04,8.5,0.02,7.9,0.01,0.0,0.0,0.0,0.0,0.0,0.0,1.17,0.0,"D ",2M,Simbad
85.43408,-1.9222778,2941,0.0,0.0,0.0,0.0,11.86,0.08,7.53,0.01,6.34,0.01,5.29,0.01,4.49,0.01,0.0,0.0,0.0,0.64,"P ",2M,Simbad
85.41917,-1.921861,2942,15.69,0.11,12.77,0.05,11.15,0.04,9.8,0.01,9.2,0.01,0.0,0.0,0.0,0.0,0.0,0.0,1.88,0.0,"D ",2M,Simbad
85.383,-1.921861,2943,12.43,0.03,10.76,0.03,10.0,0.03,8.86,0.01,8.39,0.01,7.92,0.01,7.13,0.02,0.0,0.0,0.9,-0.85,"D ",2M,Simbad
